date,Strain Score,Avg Heart Rate,Heart Rate Variability,Max Heart Rate,Resting Heart Rate,Total Calories Burned,Recovery Score,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,Nap Count,Nap Sleep,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Score,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Sleep Consistency,Sleep Cycles,Sleep Disturbances,Sleep Disturbances / Hour,Sleep Disturbances Duration,Sleep Onset Latency,Sleep Respiratory Rate,Time Asleep Percent,Time Awake Percent
2021-02-20,4.015135547674584,61.0,71.727075,119.0,49.0,2221.1337554523184,59.0,1.9189366666666665,22.376408726348906,4.095072222222222,47.751971912411044,,,2.5617044444444446,29.871619361240047,13.366666666666667,86.0,4.566666666666666,0.2376886111111111,8.803394722222224,8.575713333333333,61.0,5.0,6.0,0.6815552624096619,12.416833333333333,1.7143166666666665,17.167969,97.30310029419526,2.696899705804736
2021-02-21,4.528382972164521,65.0,52.806551999999996,135.0,48.0,3865.3940233628105,37.0,1.7274941666666668,23.31986621198711,3.572901111111111,48.231465846592556,,,2.1074266666666666,28.44866794142033,14.983333333333333,85.0,7.216666666666667,0.35908055555555557,7.757710277777778,7.407821944444445,50.0,6.0,8.0,1.03123211792483,16.886866666666666,0.0,16.992188,95.37678559045185,4.623214409548151
2021-03-01,4.272986387558947,61.0,,135.0,,2234.441286747132,,1.634184722222222,20.601355430246134,4.725548055555556,59.572638130421915,,,1.5726808333333333,19.826006439331955,21.2,91.0,11.466666666666667,1.8103816666666668,9.731317222222222,7.932413611111111,,9.0,7.0,0.7193270797929548,18.3929,0.0,16.669922,81.41825200006055,18.581747999939445
2021-03-02,,,67.097716,,51.0,,56.0,0.5005219444444444,18.29382113634594,1.2034441666666669,43.98526893164525,,,1.0320502777777778,37.72090993200881,16.833333333333332,32.0,13.966666666666667,0.13341944444444442,2.8660163888888888,2.736016388888889,,1.0,4.0,1.3956654314704529,7.930750000000001,0.0,16.757812,95.35032486544732,4.6496751345526794
2021-03-03,5.002172924878985,58.0,79.01247599999999,124.0,47.0,2303.9072302969644,45.0,0.38394638888888893,13.610095484842672,2.028826111111111,71.91763718438071,1.0,8.993610833333333,0.4082686111111112,14.472267330776619,20.166666666666668,100.0,17.0,0.26710527777777776,3.085246944444444,2.821041111111111,,1.0,4.0,1.296492654243686,11.4395,0.0,16.699219,91.35062771833553,8.649372281664467
2021-03-04,7.648448311718412,77.0,55.24659,138.0,49.0,1747.845447314173,49.0,,,,,,,,,,,,,,,,,,,,,,,
2021-03-05,6.242350076159129,75.0,,163.0,,2375.5744073404635,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,4.543473120780112,59.0,51.313233,114.0,50.0,1755.8938020957814,46.0,3.5041908333333334,28.201360483265375,5.410008333333333,43.53917993691926,,,3.5114099999999997,28.25945957981537,8.95,100.0,-6.699999999999999,3.2287969444444444,15.636918333333334,12.425609166666668,3.0,8.0,20.0,1.2790243942993456,45.709950000000006,0.0,16.933594,79.3745165321045,20.625483467895496
2021-03-07,4.08950216338858,57.0,70.66113,109.0,45.0,1511.1513447807122,89.0,1.652365,15.922519172423893,5.304664722222223,51.116808781875676,,,3.4205052777777776,32.96067204570043,11.916666666666666,100.0,0.85,0.7170947222222223,11.081681111111113,10.377534999999998,15.0,5.0,19.0,1.7145413055560264,38.17973333333334,0.0,17.285156,93.53656011803709,6.463439881962913
2021-03-08,6.8388737185391975,65.0,64.72211999999999,150.0,50.0,2165.1534304792062,63.0,1.226175,20.414054441270682,3.4790436111111114,57.92108441354389,,,1.301305,21.664861145185434,9.133333333333333,75.0,2.5833333333333335,0.40079166666666666,6.4001383333333335,6.006523611111111,28.0,4.0,12.0,1.8749594735322126,23.856333333333335,0.0,17.109375,93.7447800008107,6.255219999189294
2021-03-09,4.883381566685329,63.0,75.232305,139.0,48.0,2044.00343010576,88.0,1.2938152777777776,18.000872036894844,4.149896388888889,57.737572855892225,,,1.7438027777777776,24.261555107212924,10.25,80.0,2.6,0.47886,7.657307777777778,7.187514444444444,56.0,5.0,3.0,0.39178260650646435,6.4567499999999995,1.6822666666666668,16.933594,93.7537619187514,6.246238081248604
